Entity,CodeYear,Population (historical estimates),ROUND GDP,GDP/POPULATION,EDU Exp. Per Person Absolute
Spain,ESP2005,43685372,1153715822718,26410,1095
Spain,ESP2006,44422824,1260398977832,28373,1187
Spain,ESP2007,45245784,1474002579820,32578,1386
Spain,ESP2008,45966544,1631863493552,35501,1608
Spain,ESP2009,46367772,1491472923707,32166,1580
Spain,ESP2010,46572776,1422108199783,30535,1483
Spain,ESP2011,46729232,1480710495710,31687,1502
Spain,ESP2012,46756084,1324750738725,28333,1270
Spain,ESP2013,46603460,1355579535913,29088,1265
Spain,ESP2014,46464548,1371820537889,29524,1270
Spain,ESP2015,46431344,1196156971280,25762,1104
Spain,ESP2016,46473320,1233554967012,26543,1122
Spain,ESP2017,46584168,1313245330198,28191,1186
Spain,ESP2018,46792044,1421702715218,30383,1270
Spain,ESP2019,47131372,1394320055129,29584,1251
Spain,ESP2020,47363808,1278128867875,26985,1322
Spain,ESP2021,47486932,1445651653605,30443,1385
Sweden,SWE2000,8871042,262835454367,29628,1997
Sweden,SWE2001,8896748,242395852494,27245,1803
Sweden,SWE2002,8926011,266849061836,29896,2070
Sweden,SWE2003,8961506,334337212322,37308,2534
Sweden,SWE2004,9004263,385118044877,42771,2850
Sweden,SWE2005,9051739,392218088879,43331,2819
Sweden,SWE2006,9104724,423093437424,46470,2957
Sweden,SWE2007,9164274,491252589217,53605,3308
Sweden,SWE2008,9229282,517706149201,56094,3559
Sweden,SWE2009,9301413,436537014294,46932,3168
Sweden,SWE2010,9381722,495812558843,52849,3447
Sweden,SWE2011,9467384,574094112973,60639,3861
Sweden,SWE2012,9555984,552483727283,57815,4358
Sweden,SWE2013,9648935,586841821797,60819,4629
Sweden,SWE2014,9747507,581964017237,59704,4522
Sweden,SWE2015,9849344,505103781350,51283,3817
Sweden,SWE2016,9953322,515654671470,51807,3947
Sweden,SWE2017,10058191,541018749769,53789,4071
Sweden,SWE2018,10162300,555455371487,54658,4176
Sweden,SWE2019,10267922,533879529188,51995,3972
Sweden,SWE2020,10368968,547054174236,52759,4181
Sweden,SWE2021,10467095,639714956069,61117,4064
Switzerland,CHE2000,7182052,279216033870,38877,1811
Switzerland,CHE2001,7224413,286582672434,39669,1913
Switzerland,CHE2002,7276479,309301422430,42507,2201
Switzerland,CHE2003,7330729,362075086508,49391,2659
Switzerland,CHE2004,7381153,403912891033,54722,2908
Switzerland,CHE2005,7428437,418284865885,56309,2863
Switzerland,CHE2006,7475014,441634672197,59081,2860
Switzerland,CHE2007,7541909,490740715595,65069,2983
Switzerland,CHE2008,7638288,567267767519,74266,3533
Switzerland,CHE2009,7734402,554212916092,71656,3529
Switzerland,CHE2010,7822444,598851028907,76555,3676
Switzerland,CHE2011,7910988,715888126682,90493,4395
Switzerland,CHE2012,7995738,686420221558,85848,4205
Switzerland,CHE2013,8088370,706234937371,87315,4291
Switzerland,CHE2014,8187792,726537808338,88734,4375
Switzerland,CHE2015,8281735,694118186380,83813,4187
Switzerland,CHE2016,8372902,687895460903,82157,4093
Switzerland,CHE2017,8451688,695200833086,82256,4127
Switzerland,CHE2018,8514431,725568717468,85216,4201
Switzerland,CHE2019,8575593,721369112727,84119,4218
Switzerland,CHE2020,8638609,741999406006,85893,4545
Switzerland,CHE2021,8691409,813408787222,93588,5250
Thailand,THA2013,69578600,420333654593,6041,231
Thailand,THA2014,69960944,407339040198,5822,228
Thailand,THA2015,70294408,401296238228,5709,221
Thailand,THA2016,70607032,413366349748,5854,221
Thailand,THA2017,70898208,456356813537,6437,223
Thailand,THA2018,71127808,506754208404,7125,228
Thailand,THA2019,71307768,543976691794,7629,231
Thailand,THA2020,71475664,500461898480,7002,221
Thailand,THA2021,71601104,506256494297,7071,211
Turkey,TUR2008,71320728,770449132861,10803,359
Turkey,TUR2009,72225648,649289324628,8990,338
Turkey,TUR2010,73195352,776967266306,10615,402
Turkey,TUR2011,74173856,838785289694,11308,477
Turkey,TUR2012,75277440,880555885492,11697,513
Turkey,TUR2013,76576120,957799120008,12508,543
Turkey,TUR2014,78112064,938934609297,12020,530
Turkey,TUR2015,79646176,864313810469,10852,469
Turkey,TUR2016,81019400,869682881593,10734,497
Turkey,TUR2017,82089824,858988492854,10464,452
Turkey,TUR2018,82809304,778972199728,9407,404
Turkey,TUR2019,83481688,761005946788,9116,406
Turkey,TUR2020,84135432,720338498175,8562,343
Turkey,TUR2021,84775408,819865253670,9671,275
United Kingdom,GBR2000,58850044,1665534876683,28301,1136
United Kingdom,GBR2001,59092016,1649827263567,27920,1144
United Kingdom,GBR2002,59355688,1785729916067,30085,1388
United Kingdom,GBR2003,59649800,2054422857143,34441,1654
United Kingdom,GBR2004,59995852,2421525082387,40362,1909
United Kingdom,GBR2005,60383740,2543180000000,42117,2075
United Kingdom,GBR2006,60803700,2708441582337,44544,2215
United Kingdom,GBR2007,61260680,3090510204082,50449,2483
United Kingdom,GBR2008,61742152,2929411764706,47446,2328
United Kingdom,GBR2009,62243384,2412840006232,38765,1961
United Kingdom,GBR2010,62760048,2485482596185,39603,2252
United Kingdom,GBR2011,63286360,2663805834828,42091,2340
United Kingdom,GBR2012,63808728,2707089726615,42425,2372
United Kingdom,GBR2013,64302296,2784853502534,43309,2394
United Kingdom,GBR2014,64773504,3064708247921,47314,2649
United Kingdom,GBR2015,65224368,2927911140917,44890,2493
United Kingdom,GBR2016,65655204,2689106566900,40958,2218
United Kingdom,GBR2017,66064808,2680148052335,40568,2203
United Kingdom,GBR2018,66432996,2871340347582,43222,2247
United Kingdom,GBR2019,66778660,2851407164908,42699,2241
United Kingdom,GBR2020,67059472,2697806592294,40230,2212
United Kingdom,GBR2021,67281040,3141506156619,46692,2521
United States of America,USA2005,296842656,13039197000000,43926,2711
United States of America,USA2006,299753088,13815583000000,46090,2841
United States of America,USA2007,302743392,14474228000000,47810,2983
United States of America,USA2008,305694912,14769862000000,48316,3112
United States of America,USA2009,308512032,14478067000000,46929,3163
United States of America,USA2010,311182848,15048971000000,48361,3235
United States of America,USA2011,313876608,15599732000000,49700,3231
United States of America,USA2012,316651328,16253970000000,51331,3208
United States of America,USA2013,319375168,16880683000000,52855,3282
United States of America,USA2014,322033952,17608138000000,54678,3335
United States of America,USA2015,324607776,18295019000000,56360,2788
United States of America,USA2016,327210208,18804913000000,57470,2762
United States of America,USA2017,329791232,19612102000000,59468,3046
United States of America,USA2018,332140032,20656516000000,62192,3065
United States of America,USA2019,334319680,21521395000000,64374,3210
United States of America,USA2020,335942016,21322950000000,63472,3450
Uruguay,URY2000,3292227,22823270892,6932,168
Uruguay,URY2001,3300938,20898761742,6331,177
Uruguay,URY2002,3306446,13606515723,4115,96
Uruguay,URY2003,3310204,12045638352,3639,75
Uruguay,URY2004,3313804,13686329890,4130,103
Uruguay,URY2005,3317666,17362857684,5233,142
Uruguay,URY2006,3322282,19741420740,5942,170
Uruguay,URY2011,3361631,50342406067,14976,621
Uruguay,URY2013,3381187,61337621934,18141,769
Uruguay,URY2014,3391660,61496186974,18132,774
Uruguay,URY2015,3402820,57680327999,16951,713
Uruguay,URY2016,3413768,57480788380,16838,735
Uruguay,URY2017,3422205,65006047680,18995,839
Uruguay,URY2018,3427044,65344408987,19067,880
Uruguay,URY2019,3428412,62222387929,18149,842
Uruguay,URY2020,3429087,53668636568,15651,711
Uruguay,URY2021,3426265,60760798596,17734,783
World,OWID_WRL2000,6148898816,33839387350047,5503,209
World,OWID_WRL2001,6230747136,33626960202658,5397,212
World,OWID_WRL2002,6312407552,34917697037983,5532,215
World,OWID_WRL2003,6393898496,39152139289705,6123,252
World,OWID_WRL2004,6475751424,44116244570755,6813,269
World,OWID_WRL2005,6558176256,47760320738748,7283,297
World,OWID_WRL2006,6641416192,51749808632587,7792,324
World,OWID_WRL2007,6725948416,58314867929880,8670,356
World,OWID_WRL2008,6811597312,64072295929643,9406,406
World,OWID_WRL2009,6898306048,60718262754480,8802,398
World,OWID_WRL2010,6985603072,66514174634776,9522,413
World,OWID_WRL2011,7073125376,73957792909771,10456,443
World,OWID_WRL2012,7161697792,75603976718163,10557,461
World,OWID_WRL2013,7250593280,77751368312765,10723,467
World,OWID_WRL2014,7339013632,79894385759929,10886,468
World,OWID_WRL2015,7426597376,75359657218243,10147,442
World,OWID_WRL2016,7513474048,76588030455296,10193,432
World,OWID_WRL2017,7599822336,81550955754739,10731,457
World,OWID_WRL2018,7683789824,86686870786622,11282,469
World,OWID_WRL2019,7764951040,87945574337518,11326,468
World,OWID_WRL2020,7840952832,85577718250196,10914,485
World,OWID_WRL2021,7909295104,97527032881901,12331,522
